koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_period,koi_depth,koi_duration,koi_impact,koi_model_snr,label
-0.3250985724375143,0.3576287391686181,-0.12877135945782991,0.781320181182331,-0.04958762194491429,-0.2758960365368088,-0.4116856304687081,-0.1770589639664658,-0.2751294030563173,1
-0.3250985724375143,0.3576287391686181,-0.12877135945782991,0.781320181182331,-0.01592371733523795,-0.272690034508095,-0.17224065694808063,-0.04310476256387456,-0.2879199508090819,1
0.1840927943353004,0.5388065229356549,-0.1385865865703184,0.8455659276733559,-0.041787138594192766,-0.14947310248406923,-0.5933052996386298,0.07349628092974465,-0.2233276846576206,1
0.12268278025214688,0.5858656875504709,-0.15139628975102368,0.9617857612132988,-0.05539509371710846,-0.18351118888776474,-0.4968458308284904,0.16695978054473448,0.32577053036856446,0
0.4118215965603281,0.2893929504771368,-0.10897454545128536,0.8982618770423988,-0.05480420847649903,-0.2760507663644494,-0.6130388415028337,-0.008094005379106395,-0.26860622370240733,1
0.43101222596131356,0.40233494555269245,-0.12128516928728786,1.0462436526677923,-0.048384118578924676,-0.26473444569012455,-0.15871924024394704,-0.05771794817142995,-0.23586242145532993,1
0.43101222596131356,0.40233494555269245,-0.12128516928728786,1.0462436526677923,-0.053598788258534535,-0.275027073824779,-0.3834529123904773,0.010476917997161956,-0.2695015620451009,1
0.43101222596131356,0.40233494555269245,-0.12128516928728786,1.0462436526677923,-0.054773491473792076,-0.2807149422888484,-0.4933549873616747,0.008345828429393456,-0.3017337423820677,1
0.6625791540665383,-0.7741441698176765,0.04274557533836694,-1.1583238729905097,-0.05118070427692846,-0.2806258179081274,-0.09265746148946602,0.1343845542945589,-0.2599086512305274,0
-0.8675536968387038,0.399981987321953,-0.14191378220167042,1.137920167323523,-0.044657122163568604,-0.2226875434077502,-0.3224906393644124,-0.20567645244792848,-0.11384059589395547,1
0.14187340965313236,0.33409915686121117,-0.12261604753982867,-2.112625860194268,-0.05484540084939206,-0.10736307043201752,-0.599333533531524,0.027525634539309916,5.18451590521126,1
0.9350860915605321,-0.6964965482032324,0.04174741664896133,-2.744255390302655,-0.05504460897608111,-0.2008966323214655,-0.2677961224700007,-0.1533125373541883,7.284212224305099,1
0.6600204034797402,-0.3435528135921226,-0.04159883391640686,-0.5064821979186539,-0.05405727967266453,-0.17030963999346652,-0.3744546027369722,-0.029404901056791354,1.9065543271327434,1
0.1585052884673198,0.2164512453241746,-0.1129671802089078,-1.077475293136636,-0.053917383609672964,-0.2818958403334017,-0.4622634554659985,-0.20598089381475254,-0.25619939238222567,1
0.10988902731815657,0.562336105243064,-0.14191378220167042,0.8715529711978149,-0.048064096281863596,-0.060902035626711405,-0.30623403322412845,0.5344205103013883,0.47478041168827223,0
-0.8522011933179154,0.6493955597804711,-0.16986222550502741,0.8823809059996734,-0.04215816709389318,-0.17311953366342028,1.0189575220669291,0.02326345540377295,-0.04630650375935831,0
0.5218478717926448,0.4258645278601014,-0.12544416382647788,0.7769890072615877,-0.04229494115392838,0.6359973945508058,-0.12720584014710193,0.10272265214485546,2.642650350304347,0
-0.712749286337421,0.4752766507056567,-0.15222808865886167,1.0996614643569587,-0.04435653121742737,-0.1538067754966279,0.5897182171632522,-0.13261052441015145,0.06714565480766382,0
-1.0914443731835344,0.6305718939345452,-0.1672004689999458,0.748836376776757,-0.049748300730503243,-0.26757157180974306,-0.36069057318454734,-0.10368859456186469,-0.2093859876071072,1
-1.4995650917778256,0.7835141789326922,-0.17119310375756824,1.0967740150764635,-0.052179064944618714,-0.2598425074594385,-0.6242268480100254,-0.14296153088216987,-0.23726938170813403,1
-0.9212874591614632,0.44468819370602525,-0.14673821586713084,0.7250149202126696,-0.05467625300487283,-0.2785932868922401,-0.3104063560928325,-0.20811198338252104,-0.2592691238428892,0
-0.6705299016552528,0.29409886693861986,-0.13159947574447914,0.8311286812708788,-0.05268836484573039,-0.27323220782414775,-0.40082213796241567,-0.19349879777496568,-0.24340884462946105,1
-0.6705299016552528,0.29409886693861986,-0.13159947574447914,0.8311286812708788,-0.053743679723907506,-0.2790215790551494,-0.4671775246224722,-0.15270365462054014,-0.28395488100572486,1
-0.6705299016552528,0.29409886693861986,-0.13159947574447914,0.8311286812708788,-0.050620823480696325,-0.2808275856033708,-0.313017921147688,-0.2138963693521784,-0.3028848916798165,1
-0.21251354661839947,-0.5506131378973058,-0.020138422094186304,-1.3503392501434595,0.23296447875832296,0.02503243496765015,0.18297854965525373,0.0757795911809252,0.9504608826135883,0
-0.9660655944304293,0.43527636078306337,-0.14524097783302245,0.8029760507860481,-0.04045508924919933,-0.272907894105413,-0.334729453112611,0.05127206115158748,-0.27704798521923196,1
-0.47350610647180197,0.5576301887815809,-0.142080141983238,1.1523574137260015,-0.0529526796290036,-0.2719485691740411,-0.5331156789956581,-0.005354033077689753,-0.2848502193484184,1
-0.08329664198509724,0.5858656875504709,-0.14474189848831964,0.7878169420634461,-0.05348900230709943,-0.27422495439829,-0.4244343947897483,-0.09242426398937406,-0.2418739788991293,1
